"index";"Company";"TypeName";"inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"price";"ppi"
834;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.7;63190;157
835;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.32;87912;157
836;"Dell";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"window";3.21;147832;141
837;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"window";2.9;128884;127
838;"Toshiba";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.4;4;"HDD";500;0;"Intel";" HD Graphics 620";"window";2.0;35644;100
839;"Lenovo";"Notebook";14.0;"medium";768;1366;0;"Intel";" Celeron Quad";1.6;4;"FlashStorage";16;0;"Intel";" HD Graphics 400";"other";1.5;17316;112
840;"Asus";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";128;0;"Intel";" HD Graphics 620";"window";2.3;31435;141
841;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.6;16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1060";"window";2.73;95851;127
842;"Dell";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;32;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"window";4.42;163724;127
843;"HP";"Notebook";17.3;"large";900;1600;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce 930MX";"window";2.63;48485;106
844;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;8;"SSD";128;0;"Intel";" HD Graphics 620";"window";2.18;38041;100
845;"HP";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.5;8;"SSD";512;0;"Intel";" HD Graphics 520";"window";1.54;99634;157
846;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;4;"SSD";256;0;"AMD";" Radeon R5 M420";"window";2.18;39374;141
847;"HP";"2 in 1 Convertible";11.6;"small";768;1366;1;"Intel";" Celeron Dual";1.1;4;"FlashStorage";32;0;"Intel";" HD Graphics 500";"other";1.4;32767;135
848;"Asus";"Ultrabook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.3;8;"SSD";512;0;"Nvidia";" GeForce 940M";"window";1.45;54665;166
849;"HP";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.28;121319;166
850;"HP";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.5;8;"SSD";512;0;"Intel";" HD Graphics 520";"window";1.54;78215;157
851;"HP";"Notebook";15.6;"medium";768;1366;0;"Intel";" Celeron Dual";1.6;4;"SSD";128;0;"Intel";" HD Graphics 400";"N/A";1.86;15931;100
852;"Asus";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"window";2.1;101179;141
853;"Dell";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i7";2.7;8;"HDD";1024;0;"AMD";" Radeon R7 M445";"linux";2.83;46087;127
854;"Lenovo";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"SSD";256;0;"Nvidia";" GeForce GT 940MX";"window";1.96;101392;157
855;"Asus";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Nvidia";" GeForce GTX 930MX";"window";2.3;41931;141
856;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";128;0;"Intel";" HD Graphics 620";"window";1.9;50350;141
857;"Asus";"Notebook";15.6;"medium";768;1366;0;"Intel";" Pentium Quad";1.1;4;"HDD";1024;0;"Intel";" HD Graphics 505";"window";2.0;23923;100
858;"HP";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i7";2.8;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.28;136344;166
859;"Dell";"Notebook";13.3;"small";1080;1920;1;"Intel";" Core i5";2.3;8;"HDD";1024;0;"Intel";" HD Graphics 520";"window";1.62;34579;166
860;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"Intel";" HD Graphics 520";"N/A";2.2;24988;141
861;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.3;45323;141
862;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.6;8;"SSD";256;0;"AMD";" Radeon R7 M465";"window";1.84;71875;141
863;"Toshiba";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.5;4;"SSD";128;0;"Intel";" HD Graphics 620";"window";1.05;68465;166
864;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"N/A";2.5;54186;141
865;"Dell";"Ultrabook";13.3;"small";1800;3200;1;"Intel";" Core i7";2.5;16;"SSD";512;0;"Intel";" Iris Plus Graphics 640";"window";1.29;119347;276
866;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";2.07;48485;141
867;"Toshiba";"Ultrabook";13.3;"small";768;1366;0;"Intel";" Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.2;58342;118
868;"Lenovo";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.37;103896;166
869;"Acer";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.56;48059;157
870;"Dell";"Workstation";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"HDD";1024;0;"Nvidia";" Quadro M620";"window";2.23;94732;141
871;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"window";2.38;56210;100
872;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon R5 M430";"N/A";2.2;25521;141
873;"Toshiba";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";2.0;73953;141
874;"Lenovo";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i3";2.4;4;"SSD";180;0;"Intel";" HD Graphics 620";"window";1.44;39161;166
875;"Samsung";"Ultrabook";15.0;"medium";1080;1920;0;"Intel";" Core i7";2.7;16;"SSD";256;0;"Nvidia";" GeForce 940MX";"window";1.23;98515;147
876;"Dell";"Ultrabook";12.5;"small";1080;1920;0;"Intel";" Core i7";2.8;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.6;90043;176
877;"Asus";"Notebook";15.6;"medium";768;1366;0;"Intel";" Pentium Quad";1.1;4;"HDD";1024;0;"Intel";" HD Graphics 505";"linux";2.0;21258;100
878;"Xiaomi";"Ultrabook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.3;8;"SSD";256;0;"Nvidia";" GeForce 940MX";"window";1.28;49817;166
879;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;4;"Hybrid";128;1024;"Nvidia";" GeForce 940MX";"window";2.18;48618;141
880;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;4;"SSD";256;0;"Intel";" HD Graphics 620";"window";2.04;44702;141
881;"HP";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i5";2.5;4;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.28;90576;166
882;"HP";"2 in 1 Convertible";15.6;"medium";768;1366;1;"Intel";" Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"window";2.3;36486;100
883;"Asus";"Notebook";14.1;"medium";768;1366;0;"Intel";" Celeron Dual";1.1;4;"FlashStorage";32;0;"Intel";" HD Graphics 500";"window";1.65;18541;111
884;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.5;8;"HDD";1024;0;"Nvidia";" GeForce 940MX";"window";2.2;35644;141
885;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Pentium Quad";1.6;4;"HDD";500;0;"Intel";" HD Graphics";"window";2.2;19660;100
886;"HP";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i5";2.5;4;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.28;95851;166
887;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon R5 M420X";"linux";2.18;24280;100
888;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i5";2.5;12;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"window";2.2;72988;127
889;"Acer";"Netbook";11.6;"small";768;1366;0;"Intel";" Celeron Dual";1.6;4;"FlashStorage";32;0;"Intel";" HD Graphics 400";"other";1.25;15824;135
890;"Lenovo";"Notebook";17.3;"large";900;1600;0;"AMD";" A4-Series 7210";2.2;4;"HDD";500;0;"AMD";" Radeon R3";"window";2.8;20193;106
891;"HP";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;4;"SSD";128;0;"Intel";" HD Graphics 620";"window";1.95;67399;157
892;"HP";"2 in 1 Convertible";13.3;"small";1800;3200;1;"Intel";" Core i7";2.7;16;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.42;74539;276
893;"Samsung";"Ultrabook";15.0;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.17;90523;147
894;"Lenovo";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.32;95851;157
895;"MSI";"Gaming";17.3;"large";2160;3840;0;"Intel";" Core i7";2.6;16;"Hybrid";512;2048;"Nvidia";" GeForce GTX 1060";"window";2.43;141139;255
896;"Toshiba";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.05;78588;166
897;"Dell";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050Ti";"linux";2.62;49497;141
898;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"HDD";1024;0;"Nvidia";" GeForce 930MX";"window";2.04;47952;141
899;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon R5 M420X";"window";2.18;32714;100
900;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.6;8;"HDD";500;0;"Intel";" HD Graphics 620";"window";1.9;49817;141
901;"Dell";"2 in 1 Convertible";13.3;"small";1800;3200;1;"Intel";" Core i7";1.3;8;"SSD";512;0;"Intel";" HD Graphics 615";"window";1.24;107258;276
902;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.7;32;"SSD";256;256;"Nvidia";" GeForce GTX 980M";"window";3.58;68145;127
903;"Dell";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i7";1.3;16;"SSD";256;0;"Intel";" HD Graphics 615";"window";1.22;87859;166
904;"Lenovo";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"FlashStorage";256;0;"Intel";" HD Graphics 620";"window";1.13;109171;157
905;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.95;104588;141
906;"LG";"Ultrabook";15.6;"medium";1080;1920;1;"Intel";" Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.08;111835;141
907;"HP";"Netbook";12.5;"small";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.26;79014;176
908;"Acer";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Celeron Dual";1.5;4;"FlashStorage";16;0;"Intel";" HD Graphics";"other";2.2;19128;141
909;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.3;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 960M";"window";2.6;42038;141
910;"LG";"Ultrabook";14.0;"medium";1080;1920;1;"Intel";" Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";0.98;101179;157
911;"Dell";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.8;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.6;64202;157
912;"HP";"Ultrabook";12.5;"small";2160;3840;1;"Intel";" Core M";1.2;8;"SSD";240;0;"Intel";" HD Graphics 515";"window";1.09;165168;352
913;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;6;"SSD";256;0;"Nvidia";" GeForce 940MX";"window";2.2;42038;141
914;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"window";2.04;54292;141
915;"Acer";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.4;4;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.4;26587;141
916;"Lenovo";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.5;4;"SSD";128;0;"Intel";" HD Graphics 620";"window";1.44;46940;166
917;"HP";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.49;51149;166
918;"MSI";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"window";2.7;85195;127
919;"Dell";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"window";2.6;71875;141
920;"MSI";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"window";2.2;59669;141
921;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;4;"HDD";1024;0;"AMD";" Radeon R5 M420";"window";2.18;36496;100
922;"HP";"Ultrabook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.5;8;"SSD";256;0;"AMD";" Radeon R7 M365X";"window";1.84;69104;141
925;"Lenovo";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i5";2.5;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.37;97236;166
926;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";1.95;38889;100
927;"Lenovo";"Ultrabook";12.5;"small";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.36;87912;176
928;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";2.31;62071;141
929;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;4;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.18;37725;100
930;"HP";"Notebook";14.0;"medium";768;1366;0;"Intel";" Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";1.95;61219;112
931;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Pentium Quad";1.1;4;"HDD";1024;0;"Intel";" HD Graphics 505";"window";2.2;16464;100
932;"HP";"Ultrabook";12.5;"small";1080;1920;0;"Intel";" Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";1.26;84129;176
933;"HP";"Notebook";15.6;"medium";768;1366;0;"Intel";" Celeron Dual";1.6;4;"HDD";1024;0;"Intel";" HD Graphics 400";"N/A";1.86;15393;100
934;"Lenovo";"2 in 1 Convertible";13.3;"small";1800;3200;1;"Intel";" Core i7";2.2;16;"SSD";1024;0;"Intel";" Iris Graphics 540";"window";1.3;95851;276
935;"Toshiba";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.3;4;"SSD";128;0;"Intel";" HD Graphics 520";"window";1.47;58874;157
936;"HP";"Netbook";12.5;"small";1080;1920;0;"Intel";" Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.26;88924;176
937;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"Intel";" HD Graphics 520";"window";2.18;29762;100
938;"MSI";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"window";2.2;63883;141
940;"Dell";"Gaming";17.3;"large";1440;2560;0;"Intel";" Core i7";2.7;16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1080";"window";4.36;146946;170
941;"HP";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i5";2.3;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 965M";"window";2.75;74539;127
942;"Asus";"Notebook";17.3;"large";900;1600;0;"Intel";" Pentium Quad";1.6;4;"HDD";1024;0;"Nvidia";" GeForce 920MX";"window";2.8;28238;106
943;"Acer";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"window";2.23;32980;100
944;"Toshiba";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";2.2;59620;100
945;"Lenovo";"2 in 1 Convertible";11.3;"small";1080;1920;1;"Intel";" Core M";1.2;8;"SSD";256;0;"Intel";" HD Graphics 515";"window";1.1;69211;195
946;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"AMD";" FX 8800P";2.1;16;"Hybrid";512;1024;"AMD";" Radeon R9 M385";"window";2.5;53227;141
947;"Dell";"Ultrabook";12.5;"small";1080;1920;1;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics";"window";1.36;78439;176
948;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"HDD";1024;0;"Nvidia";" GeForce 920MX";"N/A";2.2;36497;141
949;"Dell";"Notebook";17.3;"large";900;1600;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon R7 M445";"window";2.36;35112;106
950;"Acer";"Notebook";14.0;"medium";768;1366;0;"Intel";" Celeron Dual";1.6;4;"FlashStorage";32;0;"Intel";" HD Graphics 400";"other";1.68;18595;112
951;"HP";"Workstation";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";8;0;"Nvidia";" Quadro M1000M";"window";2.0;119827;141
952;"Dell";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.36;94572;157
953;"Toshiba";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.2;77789;166
954;"Asus";"2 in 1 Convertible";12.5;"small";1080;1920;0;"Intel";" Core M";1.2;8;"FlashStorage";64;0;"Intel";" HD Graphics 515";"other";1.2;61752;176
955;"Lenovo";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.6;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.7;79333;157
956;"Dell";"Gaming";17.3;"large";2160;3840;0;"Intel";" Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"window";4.36;168045;255
957;"Dell";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i5";1.2;8;"SSD";256;0;"Intel";" HD Graphics 615";"window";1.24;101179;166
958;"HP";"2 in 1 Convertible";11.6;"small";768;1366;1;"Intel";" Pentium Quad";1.1;4;"SSD";256;0;"Intel";" HD Graphics 505";"window";1.45;41292;135
959;"Dell";"Ultrabook";13.3;"small";1800;3200;0;"Intel";" Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.3;67559;276
960;"Acer";"2 in 1 Convertible";11.6;"small";768;1366;1;"Intel";" Celeron Dual";1.6;4;"FlashStorage";32;0;"Intel";" HD Graphics 400";"other";1.25;20726;135
961;"Toshiba";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.4;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.2;81785;166
962;"Lenovo";"Ultrabook";12.5;"small";1080;1920;0;"Intel";" Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.36;93773;176
963;"Acer";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;12;"Hybrid";128;1024;"Nvidia";" GeForce GTX 950M";"window";2.4;53760;141
964;"Toshiba";"Ultrabook";12.5;"small";1080;1920;1;"Intel";" Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.1;95371;176
965;"HP";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce 930MX";"window";2.04;45102;100
966;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon R5 M430";"linux";2.25;24808;100
967;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"window";1.9;43956;100
968;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.4;4;"HDD";500;0;"Intel";" HD Graphics 620";"window";2.04;36497;141
969;"Dell";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;32;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"window";4.42;167779;127
970;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;6;"SSD";256;0;"Nvidia";" GeForce 920MX";"window";2.4;37030;141
971;"Dell";"2 in 1 Convertible";13.3;"small";1800;3200;1;"Intel";" Core i7";1.3;16;"SSD";512;0;"Intel";" HD Graphics 615";"window";1.22;101179;276
972;"Dell";"Ultrabook";14.0;"medium";1440;2560;1;"Intel";" Core i7";2.6;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.5;104588;210
973;"Dell";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.6;32;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"window";4.42;149184;127
974;"Toshiba";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.95;62870;157
975;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"window";2.73;109219;127
976;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.7;8;"Hybrid";128;1024;"Nvidia";" GeForce 930MX";"window";2.04;52161;141
977;"Lenovo";"Notebook";14.0;"medium";768;1366;0;"Intel";" Core i5";2.3;4;"Hybrid";508;0;"Intel";" HD Graphics 520";"window";1.7;53387;112
978;"Asus";"2 in 1 Convertible";15.6;"medium";2160;3840;1;"Intel";" Core i7";2.7;16;"Hybrid";512;2048;"Nvidia";" GeForce GTX 950M";"window";2.3;95851;282
980;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"window";2.99;93187;127
981;"Dell";"2 in 1 Convertible";15.6;"medium";1080;1920;1;"Intel";" Core i7";2.7;12;"SSD";512;0;"Intel";" HD Graphics 620";"window";2.19;69211;141
982;"Toshiba";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.3;4;"SSD";128;0;"Intel";" HD Graphics 520";"window";1.2;63670;166
983;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"AMD";" A12-Series 9720P";3.6;6;"SSD";256;0;"AMD";" Radeon 530";"window";2.2;29251;141
984;"Fujitsu";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.3;4;"SSD";256;0;"Intel";" HD Graphics 520";"window";2.3;34579;100
985;"Toshiba";"Notebook";14.0;"medium";768;1366;0;"Intel";" Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";1.75;48751;112
986;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;4;"HDD";500;0;"AMD";" Radeon R5 M430";"window";2.25;31915;100
987;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.04;42944;141
988;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"window";2.5;63350;141
989;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i7";2.7;8;"HDD";1024;0;"AMD";" Radeon R7 M445";"window";2.36;39907;100
990;"Dell";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";128;0;"Intel";" HD Graphics 620 ";"window";1.6;59620;157
991;"HP";"Netbook";12.5;"small";1080;1920;0;"Intel";" Core M";1.2;8;"SSD";512;0;"Intel";" HD Graphics 515";"window";0.97;101658;176
992;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.0;4;"Hybrid";128;1024;"AMD";" Radeon 520";"window";2.1;26587;141
993;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Celeron Dual";1.1;4;"SSD";128;0;"Intel";" HD Graphics 500";"N/A";1.9;14419;100
994;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";2.3;71875;141
996;"Asus";"Notebook";13.3;"small";1800;3200;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.4;61272;276
997;"HP";"Ultrabook";13.3;"small";1080;1920;1;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.11;71875;166
998;"Acer";"Notebook";15.6;"medium";768;1366;0;"Intel";" Pentium Quad";1.1;4;"HDD";500;0;"Intel";" HD Graphics 505";"window";2.4;20246;100
999;"Asus";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"window";2.5;95851;141
1000;"HP";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.48;111302;157
